Contract_number_masked,Customer_ID_masked,Customer_segment,Line_of_business,Product_type,Annual_premium,Payment_frequency,Customer_age,Customer_type,Customer_region,Customer_province,Customer_urbanization,Broker_region,Broker_province,Broker_urbanization,Broker_cor,probability_direct_debit
ZSK***673,941***3.0,Retail,I - Property,I01 - HABITAT.,77.03,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,7250216457.0,0.3135929793491057
MSN***748,434***3.0,Retail,N - Accident,N05 - IND CIRC,67.3,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,8902278434.0,0.3135741289955306
NAC***253,828***6.0,Retail,N - Accident,N05 - IND CIRC,56.1,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.3135186645568699
JVL***333,993***7.0,Retail,N - Accident,N05 - IND CIRC,54.57,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.3135186645568699
XIJ***677,954***3.0,Retail,I - Property,I01 - HABITAT.,88.58,Quarterly,D = 40-69,Physical person,WAL,WBR,Rural,WAL,WBR,Rural,8044580581.0,0.31348140457994134
IGM***344,895***1.0,Retail,N - Accident,N05 - IND CIRC,73.58,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,9319664795.0,0.3134008785445709
UZH***593,530***6.0,Retail,A - Motor,A01 - TA/PRIVE,255.09,Quarterly,S = +69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,1.106367574e+16,0.31340085818521063
HYU***147,909***3.0,Retail,I - Property,I01 - HABITAT.,72.72,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,7776034720000000.0,0.31321499350896276
TFB***935,785***5.0,Retail,N - Accident,N05 - IND CIRC,59.06,Annually,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9450207590000000.0,0.3131478390024245
EZQ***927,806***0.0,Retail,N - Accident,N05 - IND CIRC,59.06,Annually,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9450207590000000.0,0.3131478390024245
PAJ***356,106***1.0,Retail,N - Accident,N05 - IND CIRC,67.83,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,1.26117876599999e+16,0.3130380745598739
INQ***334,967***3.0,Retail,P - Liability,P01 - FAMILY P,82.62,Quarterly,S = +69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,1.17351365099999e+16,0.31254979076217243
YOB***403,901***5.0,Retail,P - Liability,P01 - FAMILY P,90.83,Quarterly,S = +69,Physical person,WAL,WHT,Rural,BRU,BRU,Rural,6496156451.0,0.3124712598427436
SUW***090,952***0.0,Retail,I - Property,I01 - HABITAT.,50.48,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,8231207162.0,0.31245170169770914
WHR***022,913***1.0,Retail,I - Property,I01 - HABITAT.,430.31,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,7517217054.0,0.31216025698875055
UAK***646,861***4.0,Retail,N - Accident,N05 - IND CIRC,52.88,Annually,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WNA,Rural,9450207590000000.0,0.31185110622020956
EUV***396,814***9.0,Retail,N - Accident,N05 - IND CIRC,67.83,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,6250726995.0,0.3118379492528394
OWU***681,927***4.0,Retail,N - Accident,N05 - IND CIRC,33.77,Annually,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,1.20486577799999e+16,0.31178817531297787
OPS***875,132***9.0,Retail,A - Motor,A01 - TA/PRIVE,367.31,Quarterly,S = +69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,1.01045222599999e+16,0.3116283126516304
YDN***538,904***8.0,Retail,I - Property,I01 - HABITAT.,65.73,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,6322015467.0,0.31131758725347347
DLV***116,968***5.0,Retail,P - Liability,P01 - FAMILY P,56.12,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,1.17351365099999e+16,0.3112798236168736
XCQ***995,971***3.0,Retail,P - Liability,P01 - FAMILY P,50.34,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,1.17351365099999e+16,0.31111416994362795
LHZ***194,972***0.0,Retail,I - Property,I01 - HABITAT.,129.47,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,7604624328.0,0.3109823193772454
RDV***437,897***4.0,Retail,I - Property,I01 - HABITAT.,279.94,Quarterly,C = 30-39,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,9966798488.0,0.31072971234477625
SAP***711,106***6.0,Retail,P - Liability,P01 - FAMILY P,93.55,Quarterly,S = +69,Physical person,WAL,WHT,Urban,WAL,WNA,Rural,7770774159999990.0,0.31052330404445266
SBD***732,834***8.0,Retail,I - Property,I01 - HABITAT.,102.2,Quarterly,S = +69,Physical person,BRU,BRU,Rural,WAL,WBR,Rural,5805033983.0,0.31029724275990495
ERY***176,945***4.0,SME,A - Motor,"A03 - <= 3,5 T",504.78,Quarterly,No age,Enterprise,FLA,VWV,Rural,FLA,VWV,Urban,7380503867.0,0.3102957292382165
SFZ***469,823***3.0,Retail,N - Accident,N05 - IND CIRC,147.34,Annually,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9450207590000000.0,0.31022494863148625
IVC***368,901***1.0,Retail,I - Property,I01 - HABITAT.,200.9,Quarterly,C = 30-39,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,6422134501.0,0.31014152778515575
ZNQ***525,770***9.0,Retail,I - Property,I01 - HABITAT.,142.33,Quarterly,D = 40-69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,1035517898.0,0.31012568602272755
VAU***583,922***5.0,Retail,P - Liability,P01 - FAMILY P,70.49,Quarterly,C = 30-39,Physical person,FLA,VWV,Urban,FLA,VWV,Urban,8718102157.0,0.31005613648162234
SJY***585,949***7.0,Retail,P - Liability,P01 - FAMILY P,74.83,Quarterly,S = +69,Physical person,WAL,WHT,Rural,WAL,WBR,Rural,1002677162.0,0.3100493912477118
PKK***345,438***9.0,Retail,P - Liability,P01 - FAMILY P,93.55,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,8602293501.0,0.31002950478217284
NUS***889,904***2.0,Retail,I - Property,I01 - HABITAT.,72.35,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WBR,Urban,6858299294.0,0.309949074776917
CBU***945,559***8.0,Retail,A - Motor,A01 - TA/PRIVE,466.57,Quarterly,S = +69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,6622183834.0,0.3098476397791509
ZDT***866,972***5.0,Retail,I - Property,I01 - HABITAT.,132.73,Quarterly,D = 40-69,Physical person,WAL,WBR,Urban,FLA,PTS,Rural,7578338427.0,0.30965280966103076
VYS***194,412***9.0,Retail,P - Liability,P01 - FAMILY P,85.13,Quarterly,S = +69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,8883422068.0,0.30950954506765543
JVB***000,902***7.0,Retail,I - Property,I01 - HABITAT.,446.69,Quarterly,D = 40-69,Physical person,FLA,VOV,Urban,FLA,VOV,Rural,9698983734.0,0.30946631850177175
NQA***617,933***9.0,Retail,I - Property,I01 - HABITAT.,569.78,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,100233583.0,0.3094656357589544
TSZ***356,789***4.0,Retail,I - Property,I01 - HABITAT.,428.1,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,7202780981.0,0.3094357296486695
ATK***943,824***9.0,Retail,P - Liability,P01 - FAMILY P,88.47,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,8752154807.0,0.3090263824182071
OGX***219,805***9.0,Retail,I - Property,I01 - HABITAT.,87.43,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,8151382517.0,0.3089840991831625
ICF***883,787***6.0,Retail,P - Liability,P01 - FAMILY P,90.83,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,8342005129.0,0.3079750786756667
EZZ***096,955***8.0,Retail,A - Motor,A06 - MOTO,336.74,Quarterly,C = 30-39,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,7979361926.0,0.30797300982911385
XMH***252,957***0.0,Retail,I - Property,I01 - HABITAT.,320.67,Quarterly,C = 30-39,Physical person,FLA,VBR,Rural,FLA,VBR,Rural,1.00433151799999e+16,0.3079405132376699
ASD***370,864***9.0,Retail,I - Property,I01 - HABITAT.,400.06,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,6900449434.0,0.3077787361785428
JAY***984,803***6.0,Retail,I - Property,I01 - HABITAT.,427.87,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,9012315535.0,0.30775708471343743
TPZ***759,914***6.0,Retail,N - Accident,N05 - IND CIRC,34.22,Annually,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,1.20486577799999e+16,0.307737889445477
VCC***478,869***7.0,Retail,I - Property,I01 - HABITAT.,133.45,Quarterly,D = 40-69,Physical person,WAL,WNA,Rural,WAL,WNA,Rural,9307869772.0,0.307719469923749
RJA***167,950***9.0,Retail,P - Liability,P01 - FAMILY P,49.23,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Urban,4825647501.0,0.3076594532112915
OTH***003,821***9.0,Retail,P - Liability,P01 - FAMILY P,93.55,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,7966938117.0,0.30763738329315893
XGB***153,959***7.0,Retail,I - Property,I01 - HABITAT.,174.17,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,114989841.0,0.3076014308265288
WPB***919,898***6.0,Retail,N - Accident,N05 - IND CIRC,34.29,Annually,C = 30-39,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,1085233983.0,0.30759327933718206
AVM***934,869***9.0,Retail,N - Accident,N05 - IND CIRC,33.87,Annually,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,1.20486577799999e+16,0.3074548846776191
SJD***743,954***4.0,Retail,P - Liability,P01 - FAMILY P,81.08,Quarterly,D = 40-69,Physical person,BRU,BRU,Rural,WAL,WHT,Rural,1.02479818999999e+16,0.30738591973699486
HNX***304,917***3.0,Retail,I - Property,I01 - HABITAT.,392.2,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,9831172343.0,0.30708781145633496
ALS***458,715***3.0,Retail,I - Property,I01 - HABITAT.,510.48,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,7237905652.0,0.3069113326105192
CVC***438,929***7.0,Retail,P - Liability,P01 - FAMILY P,89.45,Quarterly,D = 40-69,Physical person,WAL,WLG,Rural,WAL,WLG,Rural,1380032298.0,0.3067949614326449
IBL***081,933***3.0,Retail,N - Accident,N05 - IND CIRC,52.18,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,FLA,PTS,Rural,100233583.0,0.3066524118953352
FIE***305,911***6.0,Retail,I - Property,I01 - HABITAT.,277.57,Quarterly,C = 30-39,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,906156465.0,0.3063862508157098
KJE***447,493***7.0,Retail,I - Property,I01 - HABITAT.,357.67,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,5371811787.0,0.3062622926041568
VHS***455,797***9.0,Retail,I - Property,I01 - HABITAT.,509.91,Quarterly,D = 40-69,Physical person,FLA,VWV,Rural,FLA,VWV,Rural,8071975448.0,0.3061931916479485
DVE***861,845***4.0,Retail,A - Motor,A01 - TA/PRIVE,268.95,Quarterly,S = +69,Physical person,FLA,VLI,Rural,FLA,VLI,Rural,8774353151.0,0.3059491524569632
XHW***334,382***4.0,Retail,P - Liability,P01 - FAMILY P,56.12,Quarterly,D = 40-69,Physical person,WAL,WHT,Rural,WAL,WHT,Rural,2847327833.0,0.3058893632330885
NKX***196,863***1.0,Retail,P - Liability,P01 - FAMILY P,70.15,Quarterly,D = 40-69,Physical person,FLA,VAN,Rural,FLA,VAN,Rural,7202780981.0,0.3056752951983192
PKR***297,958***2.0,Retail,I - Property,I01 - HABITAT.,64.07,Quarterly,D = 40-69,Physical person,FLA,VOV,Rural,FLA,VOV,Rural,7571641514.0,0.30563396480985444
